"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Nordeste","Bahia","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Nordeste","Bahia","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Bahia","Feminino","61 a 70","A-Condutor Moto","480"
"Nordeste","Bahia","Feminino","61 a 70","AB-Condutor Moto/Carro","5.607"
"Nordeste","Bahia","Feminino","61 a 70","AC-Condutor Moto/Caminhão","32"
"Nordeste","Bahia","Feminino","61 a 70","AD-Condutor Moto/Ônibus","116"
"Nordeste","Bahia","Feminino","61 a 70","AE-Condutor Moto/Carreta","9"
"Nordeste","Bahia","Feminino","61 a 70","B-Condutor Carro","70.274"
"Nordeste","Bahia","Feminino","61 a 70","C-Condutor Caminhão","142"
"Nordeste","Bahia","Feminino","61 a 70","D-Condutor Ônibus","510"
"Nordeste","Bahia","Feminino","61 a 70","E-Condutor Carreta","18"
"Nordeste","Bahia","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Bahia","Feminino","71 a 80","A-Condutor Moto","34"
"Nordeste","Bahia","Feminino","71 a 80","AB-Condutor Moto/Carro","506"
"Nordeste","Bahia","Feminino","71 a 80","AC-Condutor Moto/Caminhão","7"
"Nordeste","Bahia","Feminino","71 a 80","AD-Condutor Moto/Ônibus","13"
"Nordeste","Bahia","Feminino","71 a 80","B-Condutor Carro","31.945"
"Nordeste","Bahia","Feminino","71 a 80","C-Condutor Caminhão","54"
"Nordeste","Bahia","Feminino","71 a 80","D-Condutor Ônibus","148"
"Nordeste","Bahia","Feminino","71 a 80","E-Condutor Carreta","4"
"Nordeste","Bahia","Feminino","81 a 90","AB-Condutor Moto/Carro","35"
"Nordeste","Bahia","Feminino","81 a 90","AD-Condutor Moto/Ônibus","2"
"Nordeste","Bahia","Feminino","81 a 90","B-Condutor Carro","9.692"
"Nordeste","Bahia","Feminino","81 a 90","C-Condutor Caminhão","16"
"Nordeste","Bahia","Feminino","81 a 90","D-Condutor Ônibus","23"
"Nordeste","Bahia","Feminino","81 a 90","E-Condutor Carreta","1"
"Nordeste","Bahia","Feminino","91 a 100","B-Condutor Carro","1.852"
"Nordeste","Bahia","Feminino","91 a 100","C-Condutor Caminhão","2"
"Nordeste","Bahia","Feminino","91 a 100","D-Condutor Ônibus","3"
"Nordeste","Bahia","Feminino","101 a 120","B-Condutor Carro","113"
"Nordeste","Ceará","Masculino","18 a 21","A-Condutor Moto","5.565"
"Nordeste","Ceará","Masculino","18 a 21","AB-Condutor Moto/Carro","32.519"
"Nordeste","Ceará","Masculino","18 a 21","AC-Condutor Moto/Caminhão","81"
"Nordeste","Ceará","Masculino","18 a 21","AD-Condutor Moto/Ônibus","132"
"Nordeste","Ceará","Masculino","18 a 21","AE-Condutor Moto/Carreta","7"
"Nordeste","Ceará","Masculino","18 a 21","B-Condutor Carro","9.683"
"Nordeste","Ceará","Masculino","18 a 21","C-Condutor Caminhão","11"
"Nordeste","Ceará","Masculino","18 a 21","D-Condutor Ônibus","7"
"Nordeste","Ceará","Masculino","22 a 25","A-Condutor Moto","15.381"
"Nordeste","Ceará","Masculino","22 a 25","AB-Condutor Moto/Carro","73.360"
"Nordeste","Ceará","Masculino","22 a 25","AC-Condutor Moto/Caminhão","186"
"Nordeste","Ceará","Masculino","22 a 25","AD-Condutor Moto/Ônibus","2.936"
"Nordeste","Ceará","Masculino","22 a 25","AE-Condutor Moto/Carreta","206"
"Nordeste","Ceará","Masculino","22 a 25","B-Condutor Carro","18.766"
"Nordeste","Ceará","Masculino","22 a 25","C-Condutor Caminhão","24"
"Nordeste","Ceará","Masculino","22 a 25","D-Condutor Ônibus","180"
"Nordeste","Ceará","Masculino","22 a 25","E-Condutor Carreta","16"
"Nordeste","Ceará","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Ceará","Masculino","26 a 30","A-Condutor Moto","26.575"
"Nordeste","Ceará","Masculino","26 a 30","AB-Condutor Moto/Carro","129.905"
"Nordeste","Ceará","Masculino","26 a 30","AC-Condutor Moto/Caminhão","290"
"Nordeste","Ceará","Masculino","26 a 30","AD-Condutor Moto/Ônibus","10.866"
"Nordeste","Ceará","Masculino","26 a 30","AE-Condutor Moto/Carreta","1.168"
"Nordeste","Ceará","Masculino","26 a 30","B-Condutor Carro","32.837"
"Nordeste","Ceará","Masculino","26 a 30","C-Condutor Caminhão","37"
"Nordeste","Ceará","Masculino","26 a 30","D-Condutor Ônibus","677"
"Nordeste","Ceará","Masculino","26 a 30","E-Condutor Carreta","83"
"Nordeste","Ceará","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Ceará","Masculino","31 a 40","A-Condutor Moto","50.635"
"Nordeste","Ceará","Masculino","31 a 40","AB-Condutor Moto/Carro","266.026"
"Nordeste","Ceará","Masculino","31 a 40","AC-Condutor Moto/Caminhão","827"
"Nordeste","Ceará","Masculino","31 a 40","AD-Condutor Moto/Ônibus","46.873"
"Nordeste","Ceará","Masculino","31 a 40","AE-Condutor Moto/Carreta","7.043"
"Nordeste","Ceará","Masculino","31 a 40","B-Condutor Carro","75.201"
"Nordeste","Ceará","Masculino","31 a 40","C-Condutor Caminhão","108"
"Nordeste","Ceará","Masculino","31 a 40","D-Condutor Ônibus","3.854"
"Nordeste","Ceará","Masculino","31 a 40","E-Condutor Carreta","597"
"Nordeste","Ceará","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","14"
"Nordeste","Ceará","Masculino","31 a 40","XC-Condutor Ciclomotor/Caminhão","1"
"Nordeste","Ceará","Masculino","41 a 50","A-Condutor Moto","36.001"
"Nordeste","Ceará","Masculino","41 a 50","AB-Condutor Moto/Carro","185.370"
"Nordeste","Ceará","Masculino","41 a 50","AC-Condutor Moto/Caminhão","2.199"
"Nordeste","Ceará","Masculino","41 a 50","AD-Condutor Moto/Ônibus","47.747"
"Nordeste","Ceará","Masculino","41 a 50","AE-Condutor Moto/Carreta","8.659"
"Nordeste","Ceará","Masculino","41 a 50","B-Condutor Carro","76.059"
"Nordeste","Ceará","Masculino","41 a 50","C-Condutor Caminhão","643"
"Nordeste","Ceará","Masculino","41 a 50","D-Condutor Ônibus","8.794"
"Nordeste","Ceará","Masculino","41 a 50","E-Condutor Carreta","1.597"
"Nordeste","Ceará","Masculino","41 a 50","X-Condutor Ciclomotor","3"
"Nordeste","Ceará","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","11"
"Nordeste","Ceará","Masculino","51 a 60","A-Condutor Moto","21.696"
"Nordeste","Ceará","Masculino","51 a 60","AB-Condutor Moto/Carro","98.812"
"Nordeste","Ceará","Masculino","51 a 60","AC-Condutor Moto/Caminhão","4.269"
"Nordeste","Ceará","Masculino","51 a 60","AD-Condutor Moto/Ônibus","23.779"
"Nordeste","Ceará","Masculino","51 a 60","AE-Condutor Moto/Carreta","4.366"
"Nordeste","Ceará","Masculino","51 a 60","B-Condutor Carro","64.685"
"Nordeste","Ceará","Masculino","51 a 60","C-Condutor Caminhão","2.444"
"Nordeste","Ceará","Masculino","51 a 60","D-Condutor Ônibus","10.428"
"Nordeste","Ceará","Masculino","51 a 60","E-Condutor Carreta","1.934"
"Nordeste","Ceará","Masculino","51 a 60","X-Condutor Ciclomotor","1"
"Nordeste","Ceará","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","13"
"Nordeste","Ceará","Masculino","61 a 70","A-Condutor Moto","8.532"
"Nordeste","Ceará","Masculino","61 a 70","AB-Condutor Moto/Carro","46.896"
"Nordeste","Ceará","Masculino","61 a 70","AC-Condutor Moto/Caminhão","3.146"
"Nordeste","Ceará","Masculino","61 a 70","AD-Condutor Moto/Ônibus","8.676"
"Nordeste","Ceará","Masculino","61 a 70","AE-Condutor Moto/Carreta","1.797"
"Nordeste","Ceará","Masculino","61 a 70","B-Condutor Carro","60.592"
"Nordeste","Ceará","Masculino","61 a 70","C-Condutor Caminhão","4.049"
"Nordeste","Ceará","Masculino","61 a 70","D-Condutor Ônibus","9.246"
"Nordeste","Ceará","Masculino","61 a 70","E-Condutor Carreta","1.902"
"Nordeste","Ceará","Masculino","61 a 70","X-Condutor Ciclomotor","6"
"Nordeste","Ceará","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","12"
"Nordeste","Ceará","Masculino","71 a 80","A-Condutor Moto","2.370"
"Nordeste","Ceará","Masculino","71 a 80","AB-Condutor Moto/Carro","15.420"
"Nordeste","Ceará","Masculino","71 a 80","AC-Condutor Moto/Caminhão","835"
"Nordeste","Ceará","Masculino","71 a 80","AD-Condutor Moto/Ônibus","1.465"
"Nordeste","Ceará","Masculino","71 a 80","AE-Condutor Moto/Carreta","326"
"Nordeste","Ceará","Masculino","71 a 80","B-Condutor Carro","46.294"
"Nordeste","Ceará","Masculino","71 a 80","C-Condutor Caminhão","2.475"
"Nordeste","Ceará","Masculino","71 a 80","D-Condutor Ônibus","4.030"
"Nordeste","Ceará","Masculino","71 a 80","E-Condutor Carreta","807"
"Nordeste","Ceará","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Nordeste","Ceará","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","4"
"Nordeste","Ceará","Masculino","81 a 90","A-Condutor Moto","589"
"Nordeste","Ceará","Masculino","81 a 90","AB-Condutor Moto/Carro","3.335"
"Nordeste","Ceará","Masculino","81 a 90","AC-Condutor Moto/Caminhão","228"
"Nordeste","Ceará","Masculino","81 a 90","AD-Condutor Moto/Ônibus","205"
"Nordeste","Ceará","Masculino","81 a 90","AE-Condutor Moto/Carreta","30"
"Nordeste","Ceará","Masculino","81 a 90","B-Condutor Carro","22.780"
"Nordeste","Ceará","Masculino","81 a 90","C-Condutor Caminhão","1.278"
"Nordeste","Ceará","Masculino","81 a 90","D-Condutor Ônibus","1.400"
"Nordeste","Ceará","Masculino","81 a 90","E-Condutor Carreta","199"
"Nordeste","Ceará","Masculino","91 a 100","A-Condutor Moto","72"
"Nordeste","Ceará","Masculino","91 a 100","AB-Condutor Moto/Carro","443"
"Nordeste","Ceará","Masculino","91 a 100","AC-Condutor Moto/Caminhão","19"
"Nordeste","Ceará","Masculino","91 a 100","AD-Condutor Moto/Ônibus","7"
"Nordeste","Ceará","Masculino","91 a 100","AE-Condutor Moto/Carreta","2"
"Nordeste","Ceará","Masculino","91 a 100","B-Condutor Carro","7.832"
"Nordeste","Ceará","Masculino","91 a 100","C-Condutor Caminhão","243"
"Nordeste","Ceará","Masculino","91 a 100","D-Condutor Ônibus","162"
"Nordeste","Ceará","Masculino","91 a 100","E-Condutor Carreta","25"
"Nordeste","Ceará","Masculino","101 a 120","A-Condutor Moto","7"
"Nordeste","Ceará","Masculino","101 a 120","AB-Condutor Moto/Carro","56"
"Nordeste","Ceará","Masculino","101 a 120","B-Condutor Carro","988"
"Nordeste","Ceará","Masculino","101 a 120","C-Condutor Caminhão","11"
"Nordeste","Ceará","Masculino","101 a 120","D-Condutor Ônibus","4"
"Nordeste","Ceará","Masculino","Mais de 120","B-Condutor Carro","1"
"Nordeste","Ceará","Feminino","18 a 21","A-Condutor Moto","1.964"
"Nordeste","Ceará","Feminino","18 a 21","AB-Condutor Moto/Carro","9.290"
"Nordeste","Ceará","Feminino","18 a 21","B-Condutor Carro","10.138"
"Nordeste","Ceará","Feminino","18 a 21","D-Condutor Ônibus","1"
"Nordeste","Ceará","Feminino","22 a 25","A-Condutor Moto","7.243"
"Nordeste","Ceará","Feminino","22 a 25","AB-Condutor Moto/Carro","22.588"
"Nordeste","Ceará","Feminino","22 a 25","AC-Condutor Moto/Caminhão","1"
"Nordeste","Ceará","Feminino","22 a 25","AD-Condutor Moto/Ônibus","27"
"Nordeste","Ceará","Feminino","22 a 25","AE-Condutor Moto/Carreta","2"
"Nordeste","Ceará","Feminino","22 a 25","B-Condutor Carro","24.421"
"Nordeste","Ceará","Feminino","22 a 25","D-Condutor Ônibus","7"
"Nordeste","Ceará","Feminino","22 a 25","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Ceará","Feminino","26 a 30","A-Condutor Moto","15.015"
"Nordeste","Ceará","Feminino","26 a 30","AB-Condutor Moto/Carro","45.742"
"Nordeste","Ceará","Feminino","26 a 30","AD-Condutor Moto/Ônibus","132"
"Nordeste","Ceará","Feminino","26 a 30","AE-Condutor Moto/Carreta","4"
"Nordeste","Ceará","Feminino","26 a 30","B-Condutor Carro","49.292"
"Nordeste","Ceará","Feminino","26 a 30","D-Condutor Ônibus","24"
"Nordeste","Ceará","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","4"
"Nordeste","Ceará","Feminino","31 a 40","A-Condutor Moto","36.184"
"Nordeste","Ceará","Feminino","31 a 40","AB-Condutor Moto/Carro","96.258"
"Nordeste","Ceará","Feminino","31 a 40","AC-Condutor Moto/Caminhão","11"
"Nordeste","Ceará","Feminino","31 a 40","AD-Condutor Moto/Ônibus","765"
"Nordeste","Ceará","Feminino","31 a 40","AE-Condutor Moto/Carreta","41"
"Nordeste","Ceará","Feminino","31 a 40","B-Condutor Carro","128.734"
"Nordeste","Ceará","Feminino","31 a 40","C-Condutor Caminhão","1"
"Nordeste","Ceará","Feminino","31 a 40","D-Condutor Ônibus","192"
"Nordeste","Ceará","Feminino","31 a 40","E-Condutor Carreta","7"
"Nordeste","Ceará","Feminino","31 a 40","X-Condutor Ciclomotor","1"
"Nordeste","Ceará","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","6"
"Nordeste","Ceará","Feminino","41 a 50","A-Condutor Moto","23.696"
"Nordeste","Ceará","Feminino","41 a 50","AB-Condutor Moto/Carro","55.170"
"Nordeste","Ceará","Feminino","41 a 50","AC-Condutor Moto/Caminhão","21"
"Nordeste","Ceará","Feminino","41 a 50","AD-Condutor Moto/Ônibus","729"
"Nordeste","Ceará","Feminino","41 a 50","AE-Condutor Moto/Carreta","40"
"Nordeste","Ceará","Feminino","41 a 50","B-Condutor Carro","116.952"
"Nordeste","Ceará","Feminino","41 a 50","C-Condutor Caminhão","12"
"Nordeste","Ceará","Feminino","41 a 50","D-Condutor Ônibus","427"
"Nordeste","Ceará","Feminino","41 a 50","E-Condutor Carreta","10"
"Nordeste","Ceará","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","8"
"Nordeste","Ceará","Feminino","51 a 60","A-Condutor Moto","8.227"
"Nordeste","Ceará","Feminino","51 a 60","AB-Condutor Moto/Carro","18.064"
"Nordeste","Ceará","Feminino","51 a 60","AC-Condutor Moto/Caminhão","38"
"Nordeste","Ceará","Feminino","51 a 60","AD-Condutor Moto/Ônibus","279"
"Nordeste","Ceará","Feminino","51 a 60","AE-Condutor Moto/Carreta","22"
"Nordeste","Ceará","Feminino","51 a 60","B-Condutor Carro","76.036"
"Nordeste","Ceará","Feminino","51 a 60","C-Condutor Caminhão","56"
"Nordeste","Ceará","Feminino","51 a 60","D-Condutor Ônibus","424"
"Nordeste","Ceará","Feminino","51 a 60","E-Condutor Carreta","9"
"Nordeste","Ceará","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Nordeste","Ceará","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","4"
"Nordeste","Ceará","Feminino","61 a 70","A-Condutor Moto","1.484"
"Nordeste","Ceará","Feminino","61 a 70","AB-Condutor Moto/Carro","3.959"
"Nordeste","Ceará","Feminino","61 a 70","AC-Condutor Moto/Caminhão","21"
"Nordeste","Ceará","Feminino","61 a 70","AD-Condutor Moto/Ônibus","86"
"Nordeste","Ceará","Feminino","61 a 70","AE-Condutor Moto/Carreta","3"
"Nordeste","Ceará","Feminino","61 a 70","B-Condutor Carro","49.987"
"Nordeste","Ceará","Feminino","61 a 70","C-Condutor Caminhão","55"
"Nordeste","Ceará","Feminino","61 a 70","D-Condutor Ônibus","243"
"Nordeste","Ceará","Feminino","61 a 70","E-Condutor Carreta","3"
"Nordeste","Ceará","Feminino","61 a 70","X-Condutor Ciclomotor","1"
"Nordeste","Ceará","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","5"
"Nordeste","Ceará","Feminino","71 a 80","A-Condutor Moto","138"
"Nordeste","Ceará","Feminino","71 a 80","AB-Condutor Moto/Carro","489"
"Nordeste","Ceará","Feminino","71 a 80","AC-Condutor Moto/Caminhão","3"
"Nordeste","Ceará","Feminino","71 a 80","AD-Condutor Moto/Ônibus","6"
"Nordeste","Ceará","Feminino","71 a 80","AE-Condutor Moto/Carreta","1"
"Nordeste","Ceará","Feminino","71 a 80","B-Condutor Carro","24.260"
"Nordeste","Ceará","Feminino","71 a 80","C-Condutor Caminhão","26"
"Nordeste","Ceará","Feminino","71 a 80","D-Condutor Ônibus","54"
"Nordeste","Ceará","Feminino","71 a 80","E-Condutor Carreta","3"
"Nordeste","Ceará","Feminino","81 a 90","A-Condutor Moto","7"
"Nordeste","Ceará","Feminino","81 a 90","AB-Condutor Moto/Carro","33"
"Nordeste","Ceará","Feminino","81 a 90","AC-Condutor Moto/Caminhão","1"
"Nordeste","Ceará","Feminino","81 a 90","AD-Condutor Moto/Ônibus","2"
"Nordeste","Ceará","Feminino","81 a 90","B-Condutor Carro","7.861"
